ordernumber,orderdate,status,productcode,productline,quantityordered,priceeach,total_price,sales,tva_estime,country,dealsize,month
10165,2003-10-22,Shipped,S18_2319,Trucks and Buses,46,100.0,4600.0,5984.14,1384.14,Singapore,Medium,10
10175,2003-11-06,Shipped,S18_2319,Trucks and Buses,48,100.0,4800.0,5891.04,1091.04,UK,Medium,11
10184,2003-11-14,Shipped,S18_2319,Trucks and Buses,46,100.0,4600.0,5984.14,1384.14,Spain,Medium,11
10195,2003-11-25,Shipped,S18_2319,Trucks and Buses,35,100.0,3500.0,3608.15,108.15,USA,Medium,11
10207,2003-12-09,Shipped,S18_2319,Trucks and Buses,43,100.0,4300.0,5752.54,1452.54,USA,Medium,12
10229,2004-03-11,Shipped,S18_2319,Trucks and Buses,26,100.0,2600.0,3765.32,1165.32,USA,Medium,3
10246,2004-05-05,Shipped,S18_2319,Trucks and Buses,22,98.18,2159.96,2159.96,0.0,Spain,Small,5
10259,2004-06-15,Shipped,S18_2319,Trucks and Buses,34,99.41,3379.94,3379.94,0.0,Singapore,Medium,6
10271,2004-07-20,Shipped,S18_2319,Trucks and Buses,50,100.0,5000.0,5093.5,93.5,USA,Medium,7
10281,2004-08-19,Shipped,S18_2319,Trucks and Buses,48,100.0,4800.0,5773.44,973.44,USA,Medium,8
10292,2004-09-08,Shipped,S18_2319,Trucks and Buses,41,100.0,4100.0,4528.86,428.86,USA,Medium,9
10305,2004-10-13,Shipped,S18_2319,Trucks and Buses,36,100.0,3600.0,4816.08,1216.08,USA,Medium,10
10313,2004-10-22,Shipped,S18_2319,Trucks and Buses,29,100.0,2900.0,3416.78,516.78,Canada,Medium,10
10324,2004-11-05,Shipped,S18_2319,Trucks and Buses,33,37.48,1236.84,1236.84,0.0,USA,Small,11
10334,2004-11-19,On Hold,S18_2319,Trucks and Buses,46,100.0,4600.0,5814.86,1214.86,Sweden,Medium,11
10349,2004-12-01,Shipped,S18_2319,Trucks and Buses,38,100.0,3800.0,5223.48,1423.48,USA,Medium,12
10358,2004-12-10,Shipped,S18_2319,Trucks and Buses,20,36.42,728.4000000000001,728.4,0.0,Spain,Small,12
10370,2005-01-20,Shipped,S18_2319,Trucks and Buses,22,100.0,2200.0,3949.0,1749.0,Australia,Medium,1
10383,2005-02-22,Shipped,S18_2319,Trucks and Buses,27,100.0,2700.0,3843.99,1143.99,Spain,Medium,2
10412,2005-05-03,Shipped,S18_2319,Trucks and Buses,56,98.18,5498.08,5498.08,0.0,Spain,Medium,5
10425,2005-05-31,In Process,S18_2319,Trucks and Buses,38,99.41,3777.58,3777.58,0.0,France,Medium,5
10101,2003-01-09,Shipped,S18_2325,Vintage Cars,25,100.0,2500.0,3782.0,1282.0,Germany,Medium,1
10110,2003-03-18,Shipped,S18_2325,Vintage Cars,33,100.0,3300.0,3859.68,559.68,UK,Medium,3
10124,2003-05-21,Shipped,S18_2325,Vintage Cars,42,100.0,4200.0,4431.84,231.84,USA,Medium,5
10149,2003-09-12,Shipped,S18_2325,Vintage Cars,33,100.0,3300.0,4950.33,1650.33,USA,Medium,9
10162,2003-10-18,Shipped,S18_2325,Vintage Cars,38,100.0,3800.0,4299.7,499.7,USA,Medium,10
10173,2003-11-05,Shipped,S18_2325,Vintage Cars,31,100.0,3100.0,4492.83,1392.83,Italy,Medium,11
10182,2003-11-12,Shipped,S18_2325,Vintage Cars,20,100.0,2000.0,2212.0,212.0,USA,Small,11
10193,2003-11-21,Shipped,S18_2325,Vintage Cars,44,100.0,4400.0,4642.88,242.88,Australia,Medium,11
10204,2003-12-02,Shipped,S18_2325,Vintage Cars,26,100.0,2600.0,3206.32,606.32,USA,Medium,12
10214,2004-01-26,Shipped,S18_2325,Vintage Cars,27,100.0,2700.0,3604.23,904.23,Spain,Medium,1
10227,2004-03-02,Shipped,S18_2325,Vintage Cars,46,100.0,4600.0,7017.76,2417.76,France,Large,3
10243,2004-04-26,Shipped,S18_2325,Vintage Cars,47,100.0,4700.0,6154.18,1454.18,USA,Medium,4
10280,2004-08-17,Shipped,S18_2325,Vintage Cars,37,100.0,3700.0,4750.8,1050.8,Italy,Medium,8
10288,2004-09-01,Shipped,S18_2325,Vintage Cars,31,100.0,3100.0,3822.92,722.92,Singapore,Medium,9
10304,2004-10-11,Shipped,S18_2325,Vintage Cars,24,100.0,2400.0,2440.8,40.8,France,Small,10
10312,2004-10-21,Shipped,S18_2325,Vintage Cars,31,100.0,3100.0,4729.36,1629.36,USA,Medium,10
10322,2004-11-04,Shipped,S18_2325,Vintage Cars,50,100.0,5000.0,12536.5,7536.5,USA,Large,11
10332,2004-11-17,Shipped,S18_2325,Vintage Cars,35,64.69,2264.15,2264.15,0.0,UK,Small,11
10344,2004-11-25,Shipped,S18_2325,Vintage Cars,30,100.0,3000.0,3928.2,928.2,France,Medium,11
10356,2004-12-09,Shipped,S18_2325,Vintage Cars,29,100.0,2900.0,3630.22,730.22,France,Medium,12
10367,2005-01-12,Resolved,S18_2325,Vintage Cars,27,100.0,2700.0,4196.07,1496.07,USA,Medium,1
10380,2005-02-16,Shipped,S18_2325,Vintage Cars,40,100.0,4000.0,4931.6,931.6,Spain,Medium,2
10390,2005-03-04,Shipped,S18_2325,Vintage Cars,31,98.99,3068.69,3068.69,0.0,USA,Medium,3
10409,2005-04-23,Shipped,S18_2325,Vintage Cars,6,100.0,600.0,785.64,185.64,Singapore,Small,4
10420,2005-05-29,In Process,S18_2325,Vintage Cars,45,100.0,4500.0,4977.0,477.0,Australia,Medium,5
10103,2003-01-29,Shipped,S18_2432,Trucks and Buses,22,54.09,1189.98,1189.98,0.0,Norway,Small,1
10114,2003-04-01,Shipped,S18_2432,Trucks and Buses,45,68.67,3090.15,3090.15,0.0,France,Medium,4
10126,2003-05-28,Shipped,S18_2432,Trucks and Buses,43,65.02,2795.8599999999997,2795.86,0.0,Spain,Small,5
10140,2003-07-24,Shipped,S18_2432,Trucks and Buses,46,61.99,2851.54,2851.54,0.0,USA,Small,7
10151,2003-09-21,Shipped,S18_2432,Trucks and Buses,39,69.28,2701.92,2701.92,0.0,Finland,Small,9
10165,2003-10-22,Shipped,S18_2432,Trucks and Buses,31,71.1,2204.1,2204.1,0.0,Singapore,Small,10
10175,2003-11-06,Shipped,S18_2432,Trucks and Buses,41,69.28,2840.48,2840.48,0.0,UK,Small,11
10184,2003-11-14,Shipped,S18_2432,Trucks and Buses,44,60.16,2647.04,2647.04,0.0,Spain,Small,11
10194,2003-11-25,Shipped,S18_2432,Trucks and Buses,45,70.49,3172.0499999999997,3172.05,0.0,France,Medium,11
10207,2003-12-09,Shipped,S18_2432,Trucks and Buses,37,69.89,2585.93,2585.93,0.0,USA,Small,12
10217,2004-02-04,Shipped,S18_2432,Trucks and Buses,35,61.38,2148.3,2148.3,0.0,Singapore,Small,2
10229,2004-03-11,Shipped,S18_2432,Trucks and Buses,28,59.55,1667.3999999999999,1667.4,0.0,USA,Small,3
10246,2004-05-05,Shipped,S18_2432,Trucks and Buses,30,61.99,1859.7,1859.7,0.0,Spain,Small,5
10259,2004-06-15,Shipped,S18_2432,Trucks and Buses,30,49.22,1476.6,1476.6,0.0,Singapore,Small,6
10271,2004-07-20,Shipped,S18_2432,Trucks and Buses,25,69.28,1732.0,1732.0,0.0,USA,Small,7
10281,2004-08-19,Shipped,S18_2432,Trucks and Buses,29,57.73,1674.1699999999998,1674.17,0.0,USA,Small,8
10291,2004-09-08,Shipped,S18_2432,Trucks and Buses,26,57.73,1500.98,1500.98,0.0,Sweden,Small,9
10305,2004-10-13,Shipped,S18_2432,Trucks and Buses,41,53.48,2192.68,2192.68,0.0,USA,Small,10
10313,2004-10-22,Shipped,S18_2432,Trucks and Buses,34,52.87,1797.58,1797.58,0.0,Canada,Small,10
10322,2004-11-04,Shipped,S18_2432,Trucks and Buses,35,61.21,2142.35,2142.35,0.0,USA,Small,11
10334,2004-11-19,On Hold,S18_2432,Trucks and Buses,34,61.38,2086.92,2086.92,0.0,Sweden,Small,11
10347,2004-11-29,Shipped,S18_2432,Trucks and Buses,50,100.0,5000.0,6834.5,1834.5,Australia,Medium,11
10357,2004-12-10,Shipped,S18_2432,Trucks and Buses,41,61.99,2541.59,2541.59,0.0,USA,Small,12
10370,2005-01-20,Shipped,S18_2432,Trucks and Buses,22,96.86,2130.92,2130.92,0.0,Australia,Small,1
10381,2005-02-17,Shipped,S18_2432,Trucks and Buses,35,48.62,1701.6999999999998,1701.7,0.0,USA,Small,2
10391,2005-03-09,Shipped,S18_2432,Trucks and Buses,44,38.5,1694.0,1694.0,0.0,Australia,Small,3
10412,2005-05-03,Shipped,S18_2432,Trucks and Buses,47,61.99,2913.53,2913.53,0.0,Spain,Small,5
10425,2005-05-31,In Process,S18_2432,Trucks and Buses,19,49.22,935.18,935.18,0.0,France,Small,5
10106,2003-02-17,Shipped,S18_2581,Planes,34,90.39,3073.26,3073.26,0.0,Italy,Medium,2
10120,2003-04-29,Shipped,S18_2581,Planes,29,71.81,2082.4900000000002,2082.49,0.0,Australia,Small,4
10133,2003-06-27,Shipped,S18_2581,Planes,49,69.27,3394.23,3394.23,0.0,Spain,Medium,6
10145,2003-08-25,Shipped,S18_2581,Planes,30,85.32,2559.6,2559.6,0.0,USA,Small,8
10168,2003-10-28,Shipped,S18_2581,Planes,21,70.96,1490.1599999999999,1490.16,0.0,USA,Small,10
10210,2004-01-12,Shipped,S18_2581,Planes,50,76.88,3844.0,3844.0,0.0,Japan,Medium,1
10223,2004-02-20,Shipped,S18_2581,Planes,47,100.0,4700.0,4724.91,24.91,Australia,Medium,2
10235,2004-04-02,Shipped,S18_2581,Planes,24,76.03,1824.72,1824.72,0.0,Canada,Small,4
10250,2004-05-11,Shipped,S18_2581,Planes,27,98.84,2668.6800000000003,2668.68,0.0,USA,Small,5
10263,2004-06-28,Shipped,S18_2581,Planes,33,86.17,2843.61,2843.61,0.0,USA,Small,6
10275,2004-07-23,Shipped,S18_2581,Planes,35,90.39,3163.65,3163.65,0.0,France,Medium,7
10284,2004-08-21,Shipped,S18_2581,Planes,31,71.81,2226.11,2226.11,0.0,Norway,Small,8
10297,2004-09-16,Shipped,S18_2581,Planes,25,82.79,2069.75,2069.75,0.0,Ireland,Small,9
10308,2004-10-15,Shipped,S18_2581,Planes,27,82.79,2235.3300000000004,2235.33,0.0,USA,Small,10
10318,2004-11-02,Shipped,S18_2581,Planes,31,100.0,3100.0,3116.43,16.43,USA,Medium,11
10327,2004-11-10,Resolved,S18_2581,Planes,45,100.0,4500.0,4781.7,281.7,Denmark,Medium,11
10339,2004-11-23,Shipped,S18_2581,Planes,27,100.0,2700.0,2810.7,110.7,Japan,Small,11
10353,2004-12-04,Shipped,S18_2581,Planes,27,100.0,2700.0,3515.67,815.67,USA,Medium,12
10374,2005-02-02,Shipped,S18_2581,Planes,42,69.27,2909.3399999999997,2909.34,0.0,Australia,Small,2
10386,2005-03-01,Resolved,S18_2581,Planes,21,74.77,1570.1699999999998,1570.17,0.0,Spain,Small,3
10398,2005-03-30,Shipped,S18_2581,Planes,34,76.88,2613.92,2613.92,0.0,France,Small,3
10401,2005-04-03,On Hold,S18_2581,Planes,42,76.03,3193.26,3193.26,0.0,USA,Medium,4
10416,2005-05-10,Shipped,S18_2581,Planes,15,98.84,1482.6000000000001,1482.6,0.0,Italy,Small,5
10107,2003-02-24,Shipped,S18_2625,Motorcycles,29,70.87,2055.23,2055.23,0.0,USA,Small,2
10120,2003-04-29,Shipped,S18_2625,Motorcycles,46,58.15,2674.9,2674.9,0.0,Australia,Small,4
10134,2003-07-01,Shipped,S18_2625,Motorcycles,30,61.78,1853.4,1853.4,0.0,France,Small,7
10145,2003-08-25,Shipped,S18_2625,Motorcycles,30,49.67,1490.1000000000001,1490.1,0.0,USA,Small,8
10159,2003-10-10,Shipped,S18_2625,Motorcycles,42,51.48,2162.16,2162.16,0.0,USA,Small,10
10168,2003-10-28,Shipped,S18_2625,Motorcycles,46,61.18,2814.28,2814.28,0.0,USA,Small,10
10180,2003-11-11,Shipped,S18_2625,Motorcycles,25,64.2,1605.0,1605.0,0.0,France,Small,11
10188,2003-11-18,Shipped,S18_2625,Motorcycles,32,65.42,2093.44,2093.44,0.0,Norway,Small,11
10201,2003-12-01,Shipped,S18_2625,Motorcycles,30,64.81,1944.3000000000002,1944.3,0.0,USA,Small,12
10210,2004-01-12,Shipped,S18_2625,Motorcycles,40,49.67,1986.8000000000002,1986.8,0.0,Japan,Small,1
10223,2004-02-20,Shipped,S18_2625,Motorcycles,28,60.57,1695.96,1695.96,0.0,Australia,Small,2
10236,2004-04-03,Shipped,S18_2625,Motorcycles,23,55.72,1281.56,1281.56,0.0,USA,Small,4
10251,2004-05-18,Shipped,S18_2625,Motorcycles,29,61.18,1774.22,1774.22,0.0,USA,Small,5
10263,2004-06-28,Shipped,S18_2625,Motorcycles,34,58.75,1997.5,1997.5,0.0,USA,Small,6
10275,2004-07-23,Shipped,S18_2625,Motorcycles,37,63.6,2353.2000000000003,2353.2,0.0,France,Small,7
10285,2004-08-27,Shipped,S18_2625,Motorcycles,20,49.06,981.2,981.2,0.0,USA,Small,8
10298,2004-09-27,Shipped,S18_2625,Motorcycles,32,48.46,1550.72,1550.72,0.0,France,Small,9
10308,2004-10-15,Shipped,S18_2625,Motorcycles,34,52.09,1771.0600000000002,1771.06,0.0,USA,Small,10
10318,2004-11-02,Shipped,S18_2625,Motorcycles,42,52.7,2213.4,2213.4,0.0,USA,Small,11
10329,2004-11-15,Shipped,S18_2625,Motorcycles,38,100.0,3800.0,5266.04,1466.04,USA,Medium,11
10339,2004-11-23,Shipped,S18_2625,Motorcycles,30,62.16,1864.8,1864.8,0.0,Japan,Small,11
10362,2005-01-05,Shipped,S18_2625,Motorcycles,23,49.67,1142.41,1142.41,0.0,USA,Small,1
10374,2005-02-02,Shipped,S18_2625,Motorcycles,22,53.3,1172.6,1172.6,0.0,Australia,Small,2
10389,2005-03-03,Shipped,S18_2625,Motorcycles,39,100.0,3900.0,6981.0,3081.0,Sweden,Medium,3
10402,2005-04-07,Shipped,S18_2625,Motorcycles,55,55.72,3064.6,3064.6,0.0,France,Medium,4
10417,2005-05-13,Disputed,S18_2625,Motorcycles,36,61.18,2202.48,2202.48,0.0,Spain,Small,5
10101,2003-01-09,Shipped,S18_2795,Vintage Cars,26,100.0,2600.0,3773.38,1173.38,Germany,Medium,1
10110,2003-03-18,Shipped,S18_2795,Vintage Cars,31,100.0,3100.0,5074.39,1974.39,UK,Medium,3
10125,2003-05-21,Shipped,S18_2795,Vintage Cars,34,100.0,3400.0,6483.46,3083.46,Australia,Medium,5
10139,2003-07-16,Shipped,S18_2795,Vintage Cars,41,100.0,4100.0,7956.46,3856.46,Australia,Large,7
10149,2003-09-12,Shipped,S18_2795,Vintage Cars,23,100.0,2300.0,4230.62,1930.62,USA,Medium,9
10162,2003-10-18,Shipped,S18_2795,Vintage Cars,48,100.0,4800.0,7209.12,2409.12,USA,Large,10
10173,2003-11-05,Shipped,S18_2795,Vintage Cars,22,100.0,2200.0,3452.68,1252.68,Italy,Medium,11
10182,2003-11-12,Shipped,S18_2795,Vintage Cars,21,100.0,2100.0,3047.73,947.73,USA,Medium,11
10193,2003-11-21,Shipped,S18_2795,Vintage Cars,22,100.0,2200.0,3675.32,1475.32,Australia,Medium,11
10205,2003-12-03,Shipped,S18_2795,Vintage Cars,40,100.0,4000.0,7492.4,3492.4,Spain,Large,12
10214,2004-01-26,Shipped,S18_2795,Vintage Cars,50,100.0,5000.0,9534.5,4534.5,Spain,Large,1
10227,2004-03-02,Shipped,S18_2795,Vintage Cars,29,100.0,2900.0,5579.02,2679.02,France,Medium,3
10244,2004-04-29,Shipped,S18_2795,Vintage Cars,43,100.0,4300.0,5950.34,1650.34,Spain,Medium,4
10255,2004-06-04,Shipped,S18_2795,Vintage Cars,24,100.0,2400.0,3726.0,1326.0,France,Medium,6
10280,2004-08-17,Shipped,S18_2795,Vintage Cars,22,100.0,2200.0,4455.0,2255.0,Italy,Medium,8
10289,2004-09-03,Shipped,S18_2795,Vintage Cars,43,100.0,4300.0,8272.34,3972.34,Norway,Large,9
10304,2004-10-11,Shipped,S18_2795,Vintage Cars,20,100.0,2000.0,3577.6,1577.6,France,Medium,10
10312,2004-10-21,Shipped,S18_2795,Vintage Cars,25,100.0,2500.0,3881.25,1381.25,USA,Medium,10
10322,2004-11-04,Shipped,S18_2795,Vintage Cars,36,100.0,3600.0,5797.44,2197.44,USA,Medium,11
10332,2004-11-17,Shipped,S18_2795,Vintage Cars,24,52.67,1264.08,1264.08,0.0,UK,Small,11
10347,2004-11-29,Shipped,S18_2795,Vintage Cars,21,100.0,2100.0,4815.3,2715.3,Australia,Medium,11
10356,2004-12-09,Shipped,S18_2795,Vintage Cars,30,100.0,3000.0,4462.2,1462.2,France,Medium,12
10367,2005-01-12,Resolved,S18_2795,Vintage Cars,32,94.79,3033.28,3033.28,0.0,USA,Medium,1
10380,2005-02-16,Shipped,S18_2795,Vintage Cars,21,47.18,990.78,990.78,0.0,Spain,Small,2
10390,2005-03-04,Shipped,S18_2795,Vintage Cars,26,78.11,2030.86,2030.86,0.0,USA,Small,3
10421,2005-05-29,In Process,S18_2795,Vintage Cars,35,100.0,3500.0,5433.75,1933.75,USA,Medium,5
10109,2003-03-10,Shipped,S18_2870,Classic Cars,26,100.0,2600.0,3157.44,557.44,USA,Medium,3
10123,2003-05-20,Shipped,S18_2870,Classic Cars,46,100.0,4600.0,5161.2,561.2,France,Medium,5
10137,2003-07-10,Shipped,S18_2870,Classic Cars,37,100.0,3700.0,4346.76,646.76,France,Medium,7
10148,2003-09-11,Shipped,S18_2870,Classic Cars,27,100.0,2700.0,3528.36,828.36,Australia,Medium,9
10161,2003-10-17,Shipped,S18_2870,Classic Cars,23,100.0,2300.0,3187.8,887.8,Denmark,Medium,10
10172,2003-11-05,Shipped,S18_2870,Classic Cars,39,100.0,3900.0,6023.16,2123.16,USA,Medium,11
10181,2003-11-12,Shipped,S18_2870,Classic Cars,27,100.0,2700.0,3884.76,1184.76,Norway,Medium,11
10192,2003-11-20,Shipped,S18_2870,Classic Cars,38,100.0,3800.0,4965.84,1165.84,USA,Medium,11
10204,2003-12-02,Shipped,S18_2870,Classic Cars,27,100.0,2700.0,4169.88,1469.88,USA,Medium,12
10212,2004-01-16,Shipped,S18_2870,Classic Cars,40,100.0,4000.0,4910.4,910.4,Spain,Medium,1
10226,2004-02-26,Shipped,S18_2870,Classic Cars,24,100.0,2400.0,3231.36,831.36,USA,Medium,2
10241,2004-04-13,Shipped,S18_2870,Classic Cars,44,100.0,4400.0,6853.44,2453.44,France,Medium,4
10253,2004-06-01,Cancelled,S18_2870,Classic Cars,37,100.0,3700.0,5177.04,1477.04,UK,Medium,6
10266,2004-07-06,Shipped,S18_2870,Classic Cars,20,100.0,2000.0,2824.8,824.8,Italy,Small,7
10278,2004-08-06,Shipped,S18_2870,Classic Cars,39,100.0,3900.0,4324.32,424.32,USA,Medium,8
10287,2004-08-30,Shipped,S18_2870,Classic Cars,44,100.0,4400.0,5052.96,652.96,Switzerland,Medium,8
10301,2003-10-05,Shipped,S18_2870,Classic Cars,22,100.0,2200.0,3223.44,1023.44,Norway,Medium,10
10311,2004-10-16,Shipped,S18_2870,Classic Cars,43,100.0,4300.0,5278.68,978.68,Spain,Medium,10
10321,2004-11-04,Shipped,S18_2870,Classic Cars,27,100.0,2700.0,2851.2,151.2,USA,Small,11
10331,2004-11-17,Shipped,S18_2870,Classic Cars,26,64.9,1687.4,1687.4,0.0,USA,Small,11
10343,2004-11-24,Shipped,S18_2870,Classic Cars,25,52.32,1308.0,1308.0,0.0,France,Small,11
10366,2005-01-10,Shipped,S18_2870,Classic Cars,49,100.0,4900.0,6144.6,1244.6,Belgium,Medium,1
10379,2005-02-10,Shipped,S18_2870,Classic Cars,29,100.0,2900.0,5127.2,2227.2,Spain,Medium,2
10407,2005-04-22,On Hold,S18_2870,Classic Cars,41,100.0,4100.0,6386.16,2286.16,USA,Medium,4
10419,2005-05-17,Shipped,S18_2870,Classic Cars,55,100.0,5500.0,7695.6,2195.6,Austria,Large,5
10103,2003-01-29,Shipped,S18_2949,Vintage Cars,27,83.07,2242.89,2242.89,0.0,Norway,Small,1
10112,2003-03-24,Shipped,S18_2949,Vintage Cars,23,100.0,2300.0,2539.89,239.89,Sweden,Small,3
10126,2003-05-28,Shipped,S18_2949,Vintage Cars,31,90.17,2795.27,2795.27,0.0,Spain,Small,5
10139,2003-07-16,Shipped,S18_2949,Vintage Cars,46,100.0,4600.0,5545.76,945.76,Australia,Medium,7
10150,2003-09-19,Shipped,S18_2949,Vintage Cars,47,91.18,4285.46,4285.46,0.0,Singapore,Medium,9
10163,2003-10-20,Shipped,S18_2949,Vintage Cars,31,100.0,3100.0,3329.09,229.09,USA,Medium,10
10174,2003-11-06,Shipped,S18_2949,Vintage Cars,46,100.0,4600.0,5592.22,992.22,Australia,Medium,11
10183,2003-11-13,Shipped,S18_2949,Vintage Cars,37,89.15,3298.55,3298.55,0.0,USA,Medium,11
10193,2003-11-21,Shipped,S18_2949,Vintage Cars,28,93.21,2609.8799999999997,2609.88,0.0,Australia,Small,11
10206,2003-12-05,Shipped,S18_2949,Vintage Cars,37,90.17,3336.29,3336.29,0.0,Canada,Medium,12
10215,2004-01-29,Shipped,S18_2949,Vintage Cars,49,100.0,4900.0,5510.05,610.05,USA,Medium,1
10228,2004-03-10,Shipped,S18_2949,Vintage Cars,24,100.0,2400.0,2504.4,104.4,USA,Small,3
10244,2004-04-29,Shipped,S18_2949,Vintage Cars,30,100.0,3000.0,3525.6,525.6,Spain,Medium,4
10257,2004-06-14,Shipped,S18_2949,Vintage Cars,50,88.14,4407.0,4407.0,0.0,USA,Medium,6
10270,2004-07-19,Shipped,S18_2949,Vintage Cars,31,96.24,2983.44,2983.44,0.0,Australia,Small,7
10280,2004-08-17,Shipped,S18_2949,Vintage Cars,46,100.0,4600.0,5126.24,526.24,Italy,Medium,8
10291,2004-09-08,Shipped,S18_2949,Vintage Cars,47,100.0,4700.0,5713.79,1013.79,Sweden,Medium,9
10304,2004-10-11,Shipped,S18_2949,Vintage Cars,46,100.0,4600.0,4613.8,13.8,France,Medium,10
10312,2004-10-21,Shipped,S18_2949,Vintage Cars,37,100.0,3700.0,3711.1,11.1,USA,Medium,10
10322,2004-11-04,Shipped,S18_2949,Vintage Cars,33,100.0,3300.0,3524.73,224.73,USA,Medium,11
10333,2004-11-18,Shipped,S18_2949,Vintage Cars,31,90.17,2795.27,2795.27,0.0,USA,Small,11
10347,2004-11-29,Shipped,S18_2949,Vintage Cars,48,100.0,4800.0,4814.4,14.4,Australia,Medium,11
10357,2004-12-10,Shipped,S18_2949,Vintage Cars,41,87.13,3572.33,3572.33,0.0,USA,Medium,12
10369,2005-01-20,Shipped,S18_2949,Vintage Cars,42,100.0,4200.0,4581.36,381.36,USA,Medium,1
10381,2005-02-17,Shipped,S18_2949,Vintage Cars,41,100.0,4100.0,4319.76,219.76,USA,Medium,2
10391,2005-03-09,Shipped,S18_2949,Vintage Cars,32,45.25,1448.0,1448.0,0.0,Australia,Small,3
10423,2005-05-30,In Process,S18_2949,Vintage Cars,10,88.14,881.4,881.4,0.0,Belgium,Small,5
10103,2003-01-29,Shipped,S18_2957,Vintage Cars,35,57.46,2011.1000000000001,2011.1,0.0,Norway,Small,1
10111,2003-03-25,Shipped,S18_2957,Vintage Cars,28,64.33,1801.24,1801.24,0.0,USA,Small,3
10126,2003-05-28,Shipped,S18_2957,Vintage Cars,46,73.7,3390.2000000000003,3390.2,0.0,Spain,Medium,5
10139,2003-07-16,Shipped,S18_2957,Vintage Cars,20,71.2,1424.0,1424.0,0.0,Australia,Small,7
10150,2003-09-19,Shipped,S18_2957,Vintage Cars,30,49.97,1499.1,1499.1,0.0,Singapore,Small,9
10163,2003-10-20,Shipped,S18_2957,Vintage Cars,48,69.96,3358.08,3358.08,0.0,USA,Medium,10
10173,2003-11-05,Shipped,S18_2957,Vintage Cars,28,53.72,1504.1599999999999,1504.16,0.0,Italy,Small,11
10183,2003-11-13,Shipped,S18_2957,Vintage Cars,39,68.08,2655.12,2655.12,0.0,USA,Small,11
10193,2003-11-21,Shipped,S18_2957,Vintage Cars,24,51.84,1244.16,1244.16,0.0,Australia,Small,11
10206,2003-12-05,Shipped,S18_2957,Vintage Cars,28,67.46,1888.8799999999999,1888.88,0.0,Canada,Small,12
10215,2004-01-29,Shipped,S18_2957,Vintage Cars,31,58.71,1820.01,1820.01,0.0,USA,Small,1
10228,2004-03-10,Shipped,S18_2957,Vintage Cars,45,63.71,2866.95,2866.95,0.0,USA,Small,3
10244,2004-04-29,Shipped,S18_2957,Vintage Cars,24,58.09,1394.16,1394.16,0.0,Spain,Small,4
10257,2004-06-14,Shipped,S18_2957,Vintage Cars,49,53.72,2632.2799999999997,2632.28,0.0,USA,Small,6
10269,2004-07-16,Shipped,S18_2957,Vintage Cars,32,63.08,2018.56,2018.56,0.0,Austria,Small,7
10280,2004-08-17,Shipped,S18_2957,Vintage Cars,43,68.71,2954.5299999999997,2954.53,0.0,Italy,Small,8
10291,2004-09-08,Shipped,S18_2957,Vintage Cars,37,50.59,1871.8300000000002,1871.83,0.0,Sweden,Small,9
10304,2004-10-11,Shipped,S18_2957,Vintage Cars,24,64.96,1559.04,1559.04,0.0,France,Small,10
10312,2004-10-21,Shipped,S18_2957,Vintage Cars,35,53.72,1880.2,1880.2,0.0,USA,Small,10
10322,2004-11-04,Shipped,S18_2957,Vintage Cars,41,29.87,1224.67,1224.67,0.0,USA,Small,11
10332,2004-11-17,Shipped,S18_2957,Vintage Cars,26,100.0,2600.0,2979.08,379.08,UK,Small,11
10347,2004-11-29,Shipped,S18_2957,Vintage Cars,34,64.96,2208.64,2208.64,0.0,Australia,Small,11
10357,2004-12-10,Shipped,S18_2957,Vintage Cars,49,70.58,3458.42,3458.42,0.0,USA,Medium,12
10369,2005-01-20,Shipped,S18_2957,Vintage Cars,28,44.21,1237.88,1237.88,0.0,USA,Small,1
10381,2005-02-17,Shipped,S18_2957,Vintage Cars,40,68.08,2723.2,2723.2,0.0,USA,Small,2
10392,2005-03-10,Shipped,S18_2957,Vintage Cars,37,59.96,2218.52,2218.52,0.0,Austria,Small,3
10423,2005-05-30,In Process,S18_2957,Vintage Cars,31,53.72,1665.32,1665.32,0.0,Belgium,Small,5
10106,2003-02-17,Shipped,S18_3029,Ships,41,83.44,3421.04,3421.04,0.0,Italy,Medium,2
10119,2003-04-28,Shipped,S18_3029,Ships,21,89.46,1878.6599999999999,1878.66,0.0,Austria,Small,4
10130,2003-06-16,Shipped,S18_3029,Ships,40,96.34,3853.6000000000004,3853.6,0.0,USA,Medium,6
10143,2003-08-10,Shipped,S18_3029,Ships,46,74.84,3442.6400000000003,3442.64,0.0,USA,Medium,8
10155,2003-10-06,Shipped,S18_3029,Ships,44,79.14,3482.16,3482.16,0.0,Finland,Medium,10
10167,2003-10-23,Cancelled,S18_3029,Ships,46,73.12,3363.5200000000004,3363.52,0.0,Sweden,Medium,10
10178,2003-11-08,Shipped,S18_3029,Ships,41,81.72,3350.52,3350.52,0.0,France,Medium,11
10186,2003-11-14,Shipped,S18_3029,Ships,32,89.46,2862.72,2862.72,0.0,UK,Small,11
10197,2003-11-26,Shipped,S18_3029,Ships,46,87.74,4036.04,4036.04,0.0,Spain,Medium,11
10209,2004-01-09,Shipped,S18_3029,Ships,28,100.0,2800.0,2817.92,17.92,USA,Small,1
10222,2004-02-19,Shipped,S18_3029,Ships,49,94.62,4636.38,4636.38,0.0,USA,Medium,2
10248,2004-05-07,Cancelled,S18_3029,Ships,21,73.98,1553.5800000000002,1553.58,0.0,USA,Small,5
